VerticeArr,EdgeArr,TimeAdjMatrix,TimeAdjList,
100,9214,12726,81128,
100,9215,13589,86301,
100,9221,12407,85509,
100,9227,13346,90553,
100,9231,13169,89975,
100,9232,13125,90787,
100,9237,12987,87238,
100,9259,13215,87358,
100,9262,13922,90060,
100,9262,12493,87072,
100,9266,12727,89705,
100,9268,12661,71670,
100,9271,12761,95518,
100,9280,12520,85655,
100,9281,12809,89416,
100,9283,12316,91947,
100,9284,13330,98480,
100,9312,12643,88759,
100,9313,12818,85226,
100,9320,12554,91261,
100,9324,12512,92698,
100,9326,13304,94647,
100,9328,12316,89010,
100,9331,12568,87959,
100,9335,12710,96163,
100,9337,13055,90067,
100,9347,12185,84253,
100,9347,13117,98234,
100,9353,12630,90541,
100,9368,12521,90709,
100,9368,12425,88176,
100,9373,12965,89486,
100,9388,12485,88674,
100,9391,12584,92416,
100,9392,12357,87321,
100,9393,12450,92160,
100,9401,12768,94505,
100,9404,12813,78108,
100,9404,12432,86011,
100,9420,12325,95169,
100,9423,13410,100289,
100,9427,13539,103704,
100,9428,12538,90033,
100,9429,12972,93764,
100,9430,12969,94258,
100,9434,13130,97155,
100,9437,13231,94183,
100,9441,12719,88190,
100,9444,13178,93422,
100,9453,12735,92449,
100,9455,12535,93044,
100,9457,11990,90323,
100,9457,12877,89628,
100,9460,12564,94712,
100,9462,12715,86513,
100,9463,12902,77235,
100,9470,12936,97502,
100,9471,12598,92133,
100,9482,12144,92266,
100,9489,12572,89214,
100,9498,12977,91615,
100,9501,12898,97793,
100,9503,12689,91582,
100,9506,12097,89282,
100,9507,12336,91756,
100,9511,12486,91514,
100,9513,12222,93442,
100,9516,12840,98379,
100,9518,12645,95979,
100,9526,12677,87345,
100,9526,12489,95669,
100,9536,12755,89296,
100,9536,12411,96003,
100,9538,12123,91126,
100,9541,12371,95247,
100,9541,13374,97816,
100,9542,12862,94547,
100,9548,13723,111746,
100,9556,13189,98355,
100,9557,14130,78745,
100,9567,14035,96379,
100,9569,12811,92362,
100,9569,12884,89327,
100,9576,12432,93461,
100,9581,13037,96179,
100,9582,12154,89568,
100,9595,12967,91246,
100,9595,12454,91278,
100,9598,12337,92492,
100,9606,12550,92733,
100,9607,12634,95383,
100,9610,12709,93553,
100,9610,12859,95464,
100,9614,12600,98960,
100,9617,19070,127611,
100,9635,12719,91087,
100,9641,12473,94507,
100,9654,12769,72935,
100,9661,13998,111436,
100,9661,12407,92278,
100,9664,13685,105806,
100,9664,12555,86228,
100,9665,12573,96455,
100,9665,12470,92455,
100,9669,12753,97350,
100,9676,12671,94196,
100,9676,12427,65423,
100,9681,12320,92662,
100,9691,12653,95516,
100,9692,12548,94709,
100,9693,12508,96968,
100,9694,12427,91948,
100,9696,14389,107619,
100,9696,12736,101737,
100,9701,14479,109852,
100,9702,12865,102349,
100,9703,12861,71911,
100,9705,13138,106139,
100,9706,12853,95187,
100,9706,12325,96544,
100,9718,12920,94964,
100,9718,12078,91224,
100,9720,12224,70615,
100,9720,12652,94646,
100,9721,12587,98799,
100,9723,12308,96874,
100,9724,12953,76395,
100,9744,12068,90294,
100,9746,12792,81704,
100,9748,12761,78413,
100,9749,12644,92216,
100,9749,12607,94270,
100,9755,12519,84656,
100,9757,12651,93677,
100,9761,12588,93024,
100,9765,12292,95208,
100,9769,12387,67527,
100,9770,12472,97466,
100,9773,12672,99205,
100,9781,12522,94998,
100,9790,12421,95172,
100,9804,12518,94690,
100,9807,11921,90442,
100,9813,12381,97730,
100,9814,12406,98525,
100,9823,12533,98172,
100,9824,11950,91875,
100,9829,12968,98220,
100,9831,12436,92697,
100,9835,12603,93805,
100,9837,12486,97919,
100,9845,12172,95564,
100,9849,12431,96606,
100,9856,12342,98141,
100,9863,12712,99949,
100,9863,12353,98338,
100,9864,12625,95562,
100,9876,12489,96307,
100,9885,12447,97354,
